niche,sub_service,specific_service,phrase,urgency,outcome,paid
lawncare & landscaping,landscaping,landscaping estimate,Can you go to Elizabeth to do some cutting grass?,urgent,callback,0
lawncare & landscaping,landscaping,landscaping estimate,I need a quote from them in regards to a contract,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,Probably need someone to help me with my garden.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,maybe some tree trimming every now and then,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,just maintain my backyard and my front yard,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I'm looking for an irrigation specialist.,unknown,no_sale,0
lawncare & landscaping,landscaping,landscaping estimate,Are you looking for landscaping services?,routine,not_connected,0
lawncare & landscaping,landscaping,landscaping estimate,I'm looking for design and installation.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,i need somebody to cut my grass weekly,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"right now, I just need one right now.",urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I was looking for landscape services.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I was needing a quote for lawn care,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I really needed the mowing service,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,I just need an aeration service.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I need this done immediately.,urgent,callback,0
lawncare & landscaping,landscaping,landscaping estimate,small part of my background,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"It's front, back, and side.",routine,callback,0
lawncare & landscaping,landscaping,landscaping estimate,landscaping of my backyard,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I need some bed edged,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I need weed removal.,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,I need seed planted,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I need a price.,urgent,callback,0
lawncare & landscaping,landscaping,landscaping estimate,"I just wanted to see, like, get a code for, like, you know, lawnmower services.",routine,callback,0
lawncare & landscaping,landscaping,landscaping estimate,There's just some low spots in my yard and it just puddles up really bad,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I'm calling you to inquire about the lawn mowing services.,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,I was hoping I could get an estimate on mowing my yard.,routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,get someone to give me a quote on a French drain system,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"trees, yeah, lawn care, shrubbery, get them shaved up.",routine,not_connected,0
lawncare & landscaping,landscaping,landscaping estimate,"this is way too much trouble, and I'm not interested.",routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,"It's for 25 by 14 yards in Chula Vista, Ota Ranch.",routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"It's roughly about an acre, a little over an acre.",routine,callback,0
lawncare & landscaping,landscaping,landscaping estimate,I would like it done like biweekly if possible.,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,I want a landscape design that includes shrubs.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"organic, you know, gardening. No chemicals.",routine,no_sale,1
lawncare & landscaping,landscaping,landscaping estimate,Maintenance on the lawns on a monthly basis,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,sweep up the patio in the garage driveway,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,the grass is taller than six inches,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,Fertilizing and possible seeding.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"if the price is right, you know.",routine,callback,0
lawncare & landscaping,landscaping,landscaping estimate,it's not a lot just a little bit,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,"a yard cleanup, straightened out",urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,is this Chula Vista Lawn Care?,unknown,no_sale,0
lawncare & landscaping,landscaping,landscaping estimate,something I can get help with,routine,unknown,0
lawncare & landscaping,landscaping,landscaping estimate,I'm trying to sell the house,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,it would be every two weeks,routine,callback,0
lawncare & landscaping,landscaping,landscaping estimate,someone who can mow my lawn,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,mowing and weed treatment,routine,unknown,0
lawncare & landscaping,landscaping,landscaping estimate,Clean it up a little bit.,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,No I just want to quote,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,The grass is very tall.,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,clean up all the debris,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,This is for a business,routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,help with landscaping,routine,unknown,0
lawncare & landscaping,landscaping,landscaping estimate,just a mow my lawn,routine,callback,0
lawncare & landscaping,landscaping,landscaping estimate,"Yeah, one time.",routine,callback,1
lawncare & landscaping,landscaping,landscaping estimate,Mowing.,urgent,callback,1
lawncare & landscaping,landscaping,landscaping estimate,Yes,routine,callback,1
lawncare & landscaping,landscaping,lawn maintenance,"lawn maintenance, such as mowing and weed removal",routine,callback,1
lawncare & landscaping,landscaping,lawn maintenance,and bush trimming,routine,callback,1
lawncare & landscaping,landscaping,lawn maintenance,something I can get help with,routine,unknown,0
lawncare & landscaping,landscaping,lawn maintenance,every other week probably,routine,callback,1
lawncare & landscaping,landscaping,lawn maintenance,mowing and weed treatment,routine,unknown,0
lawncare & landscaping,landscaping,lawn maintenance,help with landscaping,routine,unknown,0
lawncare & landscaping,landscaping,landscape maintenance,I need someone to maintain those plants and to do blowing and weed control,routine,no_sale,1
lawncare & landscaping,landscaping,landscape maintenance,maybe some tree trimming every now and then,routine,no_sale,1
lawncare & landscaping,landscaping,landscape maintenance,"organic, you know, gardening. No chemicals.",routine,no_sale,1
lawncare & landscaping,landscaping,wood chip delivery,"We got a dog park, and we need wood chips for a dog park.",routine,not_connected,1
lawncare & landscaping,landscaping,wood chip delivery,I was wondering if you guys would donate them.,routine,not_connected,1
lawncare & landscaping,landscaping,wood chip delivery,do drop off like wood chips,routine,not_connected,1
lawncare & landscaping,landscaping,monthly lawn maintenance,just maintain my backyard and my front yard,routine,callback,1
lawncare & landscaping,landscaping,monthly lawn maintenance,Maintenance on the lawns on a monthly basis,routine,callback,1
lawncare & landscaping,landscaping,lawn care & maintenance,I need a quote from them in regards to a contract,routine,no_sale,1
lawncare & landscaping,landscaping,lawn care & maintenance,Yes,routine,callback,1
lawncare & landscaping,landscaping,lawn fertilization,Fertilizing and possible seeding.,routine,callback,1
lawncare & landscaping,landscaping,yard waste removal,I just need some clippings hauled away from a large bush that I just clipped.,routine,callback,1
lawncare & landscaping,lawn maintenance,lawn mowing,"I'm trying to find a man who runs Bates Mowing out of Houston, PA.",routine,no_sale,1
lawncare & landscaping,lawn maintenance,lawn mowing,"lawn maintenance, such as mowing and weed removal",routine,callback,1
lawncare & landscaping,lawn maintenance,lawn mowing,Can you go to Elizabeth to do some cutting grass?,urgent,callback,0
lawncare & landscaping,lawn maintenance,lawn mowing,Probably need someone to help me with my garden.,routine,callback,1
lawncare & landscaping,lawn maintenance,lawn mowing,just maintain my backyard and my front yard,routine,callback,1
lawncare & landscaping,lawn maintenance,lawn mowing,i need somebody to cut my grass weekly,routine,callback,1
lawncare & landscaping,lawn maintenance,lawn mowing,"right now, I just need one right now.",urgent,callback,1
lawncare & landscaping,lawn maintenance,lawn mowing,I was needing a quote for lawn care,routine,callback,1
lawncare & landscaping,lawn maintenance,lawn mowing,I really needed the mowing service,routine,no_sale,1
lawncare & landscaping,lawn maintenance,lawn mowing,I need this done immediately.,urgent,callback,0
lawncare & landscaping,lawn maintenance,lawn mowing,we need a coat for lawn care,urgent,callback,0
